Dist Name,Crop,Area(1000 ha),Production(1000 tons),Total Rainfall,Avg Temp
Beed,GROUNDNUT,12.4,7.1,538.8,20.77125
Beed,SESAMUM,6.0,1.3,538.8,20.77125
Beed,SUNFLOWER,23.1,9.5,538.8,20.77125
Beed,SOYABEAN,6.9,7.4,538.8,20.77125
Beed,OILSEEDS,89.0,41.35,538.8,20.77125
Beed,SUGARCANE,34.7,230.6,538.8,20.77125
Beed,COTTON,108.0,13.57,538.8,20.77125
Beed,RICE,2.4,1.5,538.8,20.77125
Beed,KHARIF SORGHUM,67.6,43.4,538.8,20.77125
Beed,PEARL MILLET,151.4,74.4,538.8,20.77125
Beed,MAIZE,4.2,5.7,538.8,20.77125
Beed,FINGER MILLET,0.0,0.0,538.8,20.77125
Beed,PIGEONPEA,44.3,11.2,538.8,20.77125
Beed,MINOR PULSES,35.1,9.8,538.8,20.77125
Beed,GROUNDNUT,12.4,7.1,538.8,20.77125
Beed,SESAMUM,6.0,1.3,538.8,20.77125
Beed,SUNFLOWER,23.1,9.5,538.8,20.77125
Beed,SOYABEAN,6.9,7.4,538.8,20.77125
Beed,OILSEEDS,89.0,41.35,538.8,20.77125
Beed,SUGARCANE,34.7,230.6,538.8,20.77125
Beed,COTTON,108.0,13.57,538.8,20.77125
Bhandara,RICE,327.6,442.0,908.3,23.0575
Bhandara,KHARIF SORGHUM,0.0,0.0,908.3,23.0575
Bhandara,PEARL MILLET,0.0,0.0,908.3,23.0575
Bhandara,MAIZE,0.2,0.5,908.3,23.0575
Bhandara,FINGER MILLET,0.0,0.0,908.3,23.0575
Bhandara,PIGEONPEA,9.7,10.4,908.3,23.0575
Bhandara,MINOR PULSES,27.0,13.6,908.3,23.0575
Bhandara,GROUNDNUT,0.1,0.1,908.3,23.0575
Bhandara,SESAMUM,2.1,0.7,908.3,23.0575
Bhandara,SUNFLOWER,0.0,0.0,908.3,23.0575
Bhandara,SOYABEAN,7.2,8.2,908.3,23.0575
Bhandara,OILSEEDS,21.0,10.93,908.3,23.0575
Bhandara,SUGARCANE,1.9,7.6,908.3,23.0575
Bhandara,COTTON,0.0,0.0,908.3,23.0575
Bhandara,RICE,327.6,442.0,908.3,23.0575
Bhandara,KHARIF SORGHUM,0.0,0.0,908.3,23.0575
Bhandara,PEARL MILLET,0.0,0.0,908.3,23.0575
Bhandara,MAIZE,0.2,0.5,908.3,23.0575
Bhandara,FINGER MILLET,0.0,0.0,908.3,23.0575
Bhandara,PIGEONPEA,9.7,10.4,908.3,23.0575
Bhandara,MINOR PULSES,27.0,13.6,908.3,23.0575
Bhandara,GROUNDNUT,0.1,0.1,908.3,23.0575
Bhandara,SESAMUM,2.1,0.7,908.3,23.0575
Bhandara,SUNFLOWER,0.0,0.0,908.3,23.0575
Bhandara,SOYABEAN,7.2,8.2,908.3,23.0575
Bhandara,OILSEEDS,21.0,10.93,908.3,23.0575
Bhandara,SUGARCANE,1.9,7.6,908.3,23.0575
Bhandara,COTTON,0.0,0.0,908.3,23.0575
Bombay,RICE,0.0,0.0,,
Bombay,KHARIF SORGHUM,0.0,0.0,,
Bombay,PEARL MILLET,0.0,0.0,,
Bombay,MAIZE,0.0,0.0,,
Bombay,FINGER MILLET,0.0,0.0,,
Bombay,PIGEONPEA,0.0,0.0,,
Bombay,MINOR PULSES,0.0,0.0,,
Bombay,GROUNDNUT,0.0,0.0,,
Bombay,SESAMUM,0.0,0.0,,
Bombay,SUNFLOWER,0.0,0.0,,
Bombay,SOYABEAN,0.0,0.0,,
Bombay,OILSEEDS,0.0,0.0,,
Bombay,SUGARCANE,0.0,0.0,,
Bombay,COTTON,0.0,0.0,,
Bombay,RICE,0.0,0.0,,
Bombay,KHARIF SORGHUM,0.0,0.0,,
Bombay,PEARL MILLET,0.0,0.0,,
Bombay,MAIZE,0.0,0.0,,
Bombay,FINGER MILLET,0.0,0.0,,
Bombay,PIGEONPEA,0.0,0.0,,
Bombay,MINOR PULSES,0.0,0.0,,
Bombay,GROUNDNUT,0.0,0.0,,
Bombay,SESAMUM,0.0,0.0,,
Bombay,SUNFLOWER,0.0,0.0,,
Bombay,SOYABEAN,0.0,0.0,,
Bombay,OILSEEDS,0.0,0.0,,
Bombay,SUGARCANE,0.0,0.0,,
Bombay,COTTON,0.0,0.0,,
Buldhana,RICE,0.2,0.2,632.4,21.82
Buldhana,KHARIF SORGHUM,129.7,171.2,632.4,21.82
Buldhana,PEARL MILLET,7.8,2.9,632.4,21.82
Buldhana,MAIZE,21.6,52.9,632.4,21.82
Buldhana,FINGER MILLET,0.0,0.0,632.4,21.82
Buldhana,PIGEONPEA,58.3,39.2,632.4,21.82
Buldhana,MINOR PULSES,161.2,90.3,632.4,21.82
Buldhana,GROUNDNUT,3.3,2.2,632.4,21.82
Buldhana,SESAMUM,6.4,2.5,632.4,21.82
Buldhana,SUNFLOWER,2.9,1.6,632.4,21.82
Buldhana,SOYABEAN,70.5,102.0,632.4,21.82
Buldhana,OILSEEDS,87.7,110.23,632.4,21.82
Buldhana,SUGARCANE,1.1,8.94,632.4,21.82
Buldhana,COTTON,220.1,33.63,632.4,21.82
Buldhana,RICE,0.2,0.2,632.4,21.82
Buldhana,KHARIF SORGHUM,129.7,171.2,632.4,21.82
Buldhana,PEARL MILLET,7.8,2.9,632.4,21.82
Buldhana,MAIZE,21.6,52.9,632.4,21.82
Buldhana,FINGER MILLET,0.0,0.0,632.4,21.82
Buldhana,PIGEONPEA,58.3,39.2,632.4,21.82
Buldhana,MINOR PULSES,161.2,90.3,632.4,21.82
Buldhana,GROUNDNUT,3.3,2.2,632.4,21.82
Buldhana,SESAMUM,6.4,2.5,632.4,21.82
Buldhana,SUNFLOWER,2.9,1.6,632.4,21.82
Buldhana,SOYABEAN,70.5,102.0,632.4,21.82
Buldhana,OILSEEDS,87.7,110.23,632.4,21.82
Buldhana,SUGARCANE,1.1,8.94,632.4,21.82
Buldhana,COTTON,220.1,33.63,632.4,21.82
Chandrapur,RICE,298.3,389.8,765.1,23.09
Chandrapur,KHARIF SORGHUM,17.2,18.9,765.1,23.09
Chandrapur,PEARL MILLET,0.0,0.0,765.1,23.09
Chandrapur,MAIZE,2.2,5.6,765.1,23.09
Chandrapur,FINGER MILLET,0.0,0.0,765.1,23.09
Chandrapur,PIGEONPEA,28.9,23.3,765.1,23.09
Chandrapur,MINOR PULSES,46.0,22.2,765.1,23.09
Chandrapur,GROUNDNUT,0.1,0.1,765.1,23.09
Chandrapur,SESAMUM,3.8,1.0,765.1,23.09
Chandrapur,SUNFLOWER,0.1,0.1,765.1,23.09
Chandrapur,SOYABEAN,116.0,154.1,765.1,23.09
Chandrapur,OILSEEDS,140.8,160.2,765.1,23.09
Chandrapur,SUGARCANE,0.0,0.0,765.1,23.09
Chandrapur,COTTON,61.5,7.36,765.1,23.09
Chandrapur,RICE,298.3,389.8,765.1,23.09
Chandrapur,KHARIF SORGHUM,17.2,18.9,765.1,23.09
Chandrapur,PEARL MILLET,0.0,0.0,765.1,23.09
Chandrapur,MAIZE,2.2,5.6,765.1,23.09
Chandrapur,FINGER MILLET,0.0,0.0,765.1,23.09
Chandrapur,PIGEONPEA,28.9,23.3,765.1,23.09
Chandrapur,MINOR PULSES,46.0,22.2,765.1,23.09
Chandrapur,GROUNDNUT,0.1,0.1,765.1,23.09
Chandrapur,SESAMUM,3.8,1.0,765.1,23.09
Chandrapur,SUNFLOWER,0.1,0.1,765.1,23.09
Chandrapur,SOYABEAN,116.0,154.1,765.1,23.09
Chandrapur,OILSEEDS,140.8,160.2,765.1,23.09
Chandrapur,SUGARCANE,0.0,0.0,765.1,23.09
Chandrapur,COTTON,61.5,7.36,765.1,23.09
Dhule,RICE,24.9,17.9,348.6,22.17
Dhule,KHARIF SORGHUM,68.7,90.6,348.6,22.17
Dhule,PEARL MILLET,159.7,148.4,348.6,22.17
Dhule,MAIZE,24.1,37.2,348.6,22.17
Dhule,FINGER MILLET,6.9,9.3,348.6,22.17
Dhule,PIGEONPEA,30.9,9.0,348.6,22.17
Dhule,MINOR PULSES,86.6,57.9,348.6,22.17
Dhule,GROUNDNUT,51.1,39.0,348.6,22.17
Dhule,SESAMUM,11.4,3.7,348.6,22.17
Dhule,SUNFLOWER,1.4,0.6,348.6,22.17
Dhule,SOYABEAN,4.4,6.2,348.6,22.17
Dhule,OILSEEDS,70.2,50.3,348.6,22.17
Dhule,SUGARCANE,10.3,63.8,348.6,22.17
Dhule,COTTON,99.9,12.21,348.6,22.17
Dhule,RICE,24.9,17.9,348.6,22.17
Dhule,KHARIF SORGHUM,68.7,90.6,348.6,22.17
Dhule,PEARL MILLET,159.7,148.4,348.6,22.17
Dhule,MAIZE,24.1,37.2,348.6,22.17
Dhule,FINGER MILLET,6.9,9.3,348.6,22.17
Dhule,PIGEONPEA,30.9,9.0,348.6,22.17
Dhule,MINOR PULSES,86.6,57.9,348.6,22.17
Dhule,GROUNDNUT,51.1,39.0,348.6,22.17
Dhule,SESAMUM,11.4,3.7,348.6,22.17
Dhule,SUNFLOWER,1.4,0.6,348.6,22.17
Dhule,SOYABEAN,4.4,6.2,348.6,22.17
Dhule,OILSEEDS,70.2,50.3,348.6,22.17
Dhule,SUGARCANE,10.3,63.8,348.6,22.17
Dhule,COTTON,99.9,12.21,348.6,22.17
Jalgaon,RICE,1.2,0.7,465.7,22.1
Jalgaon,KHARIF SORGHUM,144.5,216.6,465.7,22.1
Jalgaon,PEARL MILLET,62.5,54.0,465.7,22.1
Jalgaon,MAIZE,9.9,18.1,465.7,22.1
Jalgaon,FINGER MILLET,0.0,0.0,465.7,22.1
Jalgaon,PIGEONPEA,28.4,18.0,465.7,22.1
Jalgaon,MINOR PULSES,103.1,59.3,465.7,22.1
Jalgaon,GROUNDNUT,7.7,5.6,465.7,22.1
Jalgaon,SESAMUM,25.8,10.6,465.7,22.1
Jalgaon,SUNFLOWER,1.2,0.5,465.7,22.1
Jalgaon,SOYABEAN,3.1,4.3,465.7,22.1
Jalgaon,OILSEEDS,38.2,21.18,465.7,22.1
Jalgaon,SUGARCANE,13.5,100.74,465.7,22.1
Jalgaon,COTTON,403.0,85.83,465.7,22.1
Jalgaon,RICE,1.2,0.7,465.7,22.1
Jalgaon,KHARIF SORGHUM,144.5,216.6,465.7,22.1
Jalgaon,PEARL MILLET,62.5,54.0,465.7,22.1
Jalgaon,MAIZE,9.9,18.1,465.7,22.1
Jalgaon,FINGER MILLET,0.0,0.0,465.7,22.1
Jalgaon,PIGEONPEA,28.4,18.0,465.7,22.1
Jalgaon,MINOR PULSES,103.1,59.3,465.7,22.1
Jalgaon,GROUNDNUT,7.7,5.6,465.7,22.1
Jalgaon,SESAMUM,25.8,10.6,465.7,22.1
Jalgaon,SUNFLOWER,1.2,0.5,465.7,22.1
Jalgaon,SOYABEAN,3.1,4.3,465.7,22.1
Jalgaon,OILSEEDS,38.2,21.18,465.7,22.1
Jalgaon,SUGARCANE,13.5,100.74,465.7,22.1
Jalgaon,COTTON,403.0,85.83,465.7,22.1
Kolhapur,RICE,106.3,290.5,1230.2,19.54
Kolhapur,KHARIF SORGHUM,10.6,21.9,1230.2,19.54
Kolhapur,PEARL MILLET,0.0,0.0,1230.2,19.54
Kolhapur,MAIZE,6.6,14.1,1230.2,19.54
Kolhapur,FINGER MILLET,23.7,45.3,1230.2,19.54
Kolhapur,PIGEONPEA,2.4,0.8,1230.2,19.54
Kolhapur,MINOR PULSES,13.2,5.4,1230.2,19.54
Kolhapur,GROUNDNUT,69.3,137.8,1230.2,19.54
Kolhapur,SESAMUM,0.0,0.0,1230.2,19.54
Kolhapur,SUNFLOWER,0.3,0.4,1230.2,19.54
Kolhapur,SOYABEAN,62.2,108.9,1230.2,19.54
Kolhapur,OILSEEDS,134.0,247.5,1230.2,19.54
Kolhapur,SUGARCANE,101.9,919.66,1230.2,19.54
Kolhapur,COTTON,0.1,0.02,1230.2,19.54
Kolhapur,RICE,106.3,290.5,1230.2,19.54
Kolhapur,KHARIF SORGHUM,10.6,21.9,1230.2,19.54
Kolhapur,PEARL MILLET,0.0,0.0,1230.2,19.54
Kolhapur,MAIZE,6.6,14.1,1230.2,19.54
Kolhapur,FINGER MILLET,23.7,45.3,1230.2,19.54
Kolhapur,PIGEONPEA,2.4,0.8,1230.2,19.54
Kolhapur,MINOR PULSES,13.2,5.4,1230.2,19.54
Kolhapur,GROUNDNUT,69.3,137.8,1230.2,19.54
Kolhapur,SESAMUM,0.0,0.0,1230.2,19.54
Kolhapur,SUNFLOWER,0.3,0.4,1230.2,19.54
Kolhapur,SOYABEAN,62.2,108.9,1230.2,19.54
Kolhapur,OILSEEDS,134.0,247.5,1230.2,19.54
Kolhapur,SUGARCANE,101.9,919.66,1230.2,19.54
Kolhapur,COTTON,0.1,0.02,1230.2,19.54
Nagpur,RICE,42.7,55.1,696.8,22.6
Nagpur,KHARIF SORGHUM,47.9,39.0,696.8,22.6
Nagpur,PEARL MILLET,0.0,0.0,696.8,22.6
Nagpur,MAIZE,0.4,1.0,696.8,22.6
Nagpur,FINGER MILLET,0.0,0.0,696.8,22.6
Nagpur,PIGEONPEA,50.6,56.3,696.8,22.6
Nagpur,MINOR PULSES,9.3,4.1,696.8,22.6
Nagpur,GROUNDNUT,10.8,7.8,696.8,22.6
Nagpur,SESAMUM,0.4,0.1,696.8,22.6
Nagpur,SUNFLOWER,0.3,0.2,696.8,22.6
Nagpur,SOYABEAN,193.3,193.3,696.8,22.6
Nagpur,OILSEEDS,212.1,203.98,696.8,22.6
Nagpur,SUGARCANE,0.9,5.24,696.8,22.6
Nagpur,COTTON,80.1,13.04,696.8,22.6
Nagpur,RICE,42.7,55.1,696.8,22.6
Nagpur,KHARIF SORGHUM,47.9,39.0,696.8,22.6
Nagpur,PEARL MILLET,0.0,0.0,696.8,22.6
Nagpur,MAIZE,0.4,1.0,696.8,22.6
Nagpur,FINGER MILLET,0.0,0.0,696.8,22.6
Nagpur,PIGEONPEA,50.6,56.3,696.8,22.6
Nagpur,MINOR PULSES,9.3,4.1,696.8,22.6
Nagpur,GROUNDNUT,10.8,7.8,696.8,22.6
Nagpur,SESAMUM,0.4,0.1,696.8,22.6
Nagpur,SUNFLOWER,0.3,0.2,696.8,22.6
Nagpur,SOYABEAN,193.3,193.3,696.8,22.6
Nagpur,OILSEEDS,212.1,203.98,696.8,22.6
Nagpur,SUGARCANE,0.9,5.24,696.8,22.6
Nagpur,COTTON,80.1,13.04,696.8,22.6
Nanded,RICE,23.9,24.4,628.9,22.12
Nanded,KHARIF SORGHUM,181.2,210.7,628.9,22.12
Nanded,PEARL MILLET,0.5,0.2,628.9,22.12
Nanded,MAIZE,1.2,2.2,628.9,22.12
Nanded,FINGER MILLET,0.0,0.0,628.9,22.12
Nanded,PIGEONPEA,52.3,39.9,628.9,22.12
Nanded,MINOR PULSES,102.3,29.4,628.9,22.12
Nanded,GROUNDNUT,10.3,11.3,628.9,22.12
Nanded,SESAMUM,7.9,2.8,628.9,22.12
Nanded,SUNFLOWER,14.3,7.2,628.9,22.12
Nanded,SOYABEAN,21.3,34.3,628.9,22.12
Nanded,OILSEEDS,65.3,61.93,628.9,22.12
Nanded,SUGARCANE,14.7,92.0,628.9,22.12
Nanded,COTTON,245.7,28.07,628.9,22.12
Nanded,RICE,23.9,24.4,628.9,22.12
Nanded,KHARIF SORGHUM,181.2,210.7,628.9,22.12
Nanded,PEARL MILLET,0.5,0.2,628.9,22.12
Nanded,MAIZE,1.2,2.2,628.9,22.12
Nanded,FINGER MILLET,0.0,0.0,628.9,22.12
Nanded,PIGEONPEA,52.3,39.9,628.9,22.12
Nanded,MINOR PULSES,102.3,29.4,628.9,22.12
Nanded,GROUNDNUT,10.3,11.3,628.9,22.12
Nanded,SESAMUM,7.9,2.8,628.9,22.12
Nanded,SUNFLOWER,14.3,7.2,628.9,22.12
Nanded,SOYABEAN,21.3,34.3,628.9,22.12
Nanded,OILSEEDS,65.3,61.93,628.9,22.12
Nanded,SUGARCANE,14.7,92.0,628.9,22.12
Nanded,COTTON,245.7,28.07,628.9,22.12
Nasik,RICE,46.6,56.3,639.2,20.7734375
Nasik,KHARIF SORGHUM,12.0,10.7,639.2,20.7734375
Nasik,PEARL MILLET,324.2,179.9,639.2,20.7734375
Nasik,MAIZE,28.9,64.9,639.2,20.7734375
Nasik,FINGER MILLET,44.9,46.5,639.2,20.7734375
Nasik,PIGEONPEA,8.9,3.8,639.2,20.7734375
Nasik,MINOR PULSES,39.3,20.7,639.2,20.7734375
Nasik,GROUNDNUT,36.1,24.1,639.2,20.7734375
Nasik,SESAMUM,0.6,0.2,639.2,20.7734375
Nasik,SUNFLOWER,1.4,0.5,639.2,20.7734375
Nasik,SOYABEAN,5.5,10.0,639.2,20.7734375
Nasik,OILSEEDS,65.6,42.44,639.2,20.7734375
Nasik,SUGARCANE,23.6,184.69,639.2,20.7734375
Nasik,COTTON,6.2,0.66,639.2,20.7734375
Nasik,RICE,46.6,56.3,639.2,20.7734375
Nasik,KHARIF SORGHUM,12.0,10.7,639.2,20.7734375
Nasik,PEARL MILLET,324.2,179.9,639.2,20.7734375
Nasik,MAIZE,28.9,64.9,639.2,20.7734375
Nasik,FINGER MILLET,44.9,46.5,639.2,20.7734375
Nasik,PIGEONPEA,8.9,3.8,639.2,20.7734375
Nasik,MINOR PULSES,39.3,20.7,639.2,20.7734375
Nasik,GROUNDNUT,36.1,24.1,639.2,20.7734375
Nasik,SESAMUM,0.6,0.2,639.2,20.7734375
Nasik,SUNFLOWER,1.4,0.5,639.2,20.7734375
Nasik,SOYABEAN,5.5,10.0,639.2,20.7734375
Nasik,OILSEEDS,65.6,42.44,639.2,20.7734375
Nasik,SUGARCANE,23.6,184.69,639.2,20.7734375
Nasik,COTTON,6.2,0.66,639.2,20.7734375
Osmanabad,RICE,36.5,15.8,438.1,20.53
Osmanabad,KHARIF SORGHUM,245.2,257.2,438.1,20.53
Osmanabad,PEARL MILLET,28.0,8.6,438.1,20.53
Osmanabad,MAIZE,15.0,16.0,438.1,20.53
Osmanabad,FINGER MILLET,0.0,0.0,438.1,20.53
Osmanabad,PIGEONPEA,140.9,84.0,438.1,20.53
Osmanabad,MINOR PULSES,192.4,18.2,438.1,20.53
Osmanabad,GROUNDNUT,23.9,8.9,438.1,20.53
Osmanabad,SESAMUM,15.4,2.9,438.1,20.53
Osmanabad,SUNFLOWER,116.2,50.9,438.1,20.53
Osmanabad,SOYABEAN,17.7,11.0,438.1,20.53
Osmanabad,OILSEEDS,260.0,101.1,438.1,20.53
Osmanabad,SUGARCANE,63.2,377.01,438.1,20.53
Osmanabad,COTTON,19.6,2.6,438.1,20.53
Osmanabad,RICE,36.5,15.8,438.1,20.53
Osmanabad,KHARIF SORGHUM,245.2,257.2,438.1,20.53
Osmanabad,PEARL MILLET,28.0,8.6,438.1,20.53
Osmanabad,MAIZE,15.0,16.0,438.1,20.53
Osmanabad,FINGER MILLET,0.0,0.0,438.1,20.53
Osmanabad,PIGEONPEA,140.9,84.0,438.1,20.53
Osmanabad,MINOR PULSES,192.4,18.2,438.1,20.53
Osmanabad,GROUNDNUT,23.9,8.9,438.1,20.53
Osmanabad,SESAMUM,15.4,2.9,438.1,20.53
Osmanabad,SUNFLOWER,116.2,50.9,438.1,20.53
Osmanabad,SOYABEAN,17.7,11.0,438.1,20.53
Osmanabad,OILSEEDS,260.0,101.1,438.1,20.53
Osmanabad,SUGARCANE,63.2,377.01,438.1,20.53
Osmanabad,COTTON,19.6,2.6,438.1,20.53
Parbhani,RICE,24.1,15.0,766.4,21.74
Parbhani,KHARIF SORGHUM,181.9,231.8,766.4,21.74
Parbhani,PEARL MILLET,10.0,4.5,766.4,21.74
Parbhani,MAIZE,2.5,4.4,766.4,21.74
Parbhani,FINGER MILLET,0.0,0.0,766.4,21.74
Parbhani,PIGEONPEA,77.4,47.7,766.4,21.74
Parbhani,MINOR PULSES,137.5,44.7,766.4,21.74
Parbhani,GROUNDNUT,8.7,10.1,766.4,21.74
Parbhani,SESAMUM,7.1,2.9,766.4,21.74
Parbhani,SUNFLOWER,24.2,14.6,766.4,21.74
Parbhani,SOYABEAN,41.3,55.0,766.4,21.74
Parbhani,OILSEEDS,144.6,119.47,766.4,21.74
Parbhani,SUGARCANE,28.5,234.58,766.4,21.74
Parbhani,COTTON,296.9,47.11,766.4,21.74
Parbhani,RICE,24.1,15.0,766.4,21.74
Parbhani,KHARIF SORGHUM,181.9,231.8,766.4,21.74
Parbhani,PEARL MILLET,10.0,4.5,766.4,21.74
Parbhani,MAIZE,2.5,4.4,766.4,21.74
Parbhani,FINGER MILLET,0.0,0.0,766.4,21.74
Parbhani,PIGEONPEA,77.4,47.7,766.4,21.74
Parbhani,MINOR PULSES,137.5,44.7,766.4,21.74
Parbhani,GROUNDNUT,8.7,10.1,766.4,21.74
Parbhani,SESAMUM,7.1,2.9,766.4,21.74
Parbhani,SUNFLOWER,24.2,14.6,766.4,21.74
Parbhani,SOYABEAN,41.3,55.0,766.4,21.74
Parbhani,OILSEEDS,144.6,119.47,766.4,21.74
Parbhani,SUGARCANE,28.5,234.58,766.4,21.74
Parbhani,COTTON,296.9,47.11,766.4,21.74
Pune,RICE,59.1,86.4,621.1,20.418125
Pune,KHARIF SORGHUM,3.2,2.2,621.1,20.418125
Pune,PEARL MILLET,113.2,85.6,621.1,20.418125
Pune,MAIZE,15.3,25.8,621.1,20.418125
Pune,FINGER MILLET,11.7,9.7,621.1,20.418125
Pune,PIGEONPEA,4.1,2.0,621.1,20.418125
Pune,MINOR PULSES,35.0,12.1,621.1,20.418125
Pune,GROUNDNUT,47.6,61.3,621.1,20.418125
Pune,SESAMUM,3.4,1.1,621.1,20.418125
Pune,SUNFLOWER,3.9,2.5,621.1,20.418125
Pune,SOYABEAN,0.4,0.5,621.1,20.418125
Pune,OILSEEDS,74.5,75.8,621.1,20.418125
Pune,SUGARCANE,48.7,416.1,621.1,20.418125
Pune,COTTON,0.2,0.07,621.1,20.418125
Pune,RICE,59.1,86.4,621.1,20.418125
Pune,KHARIF SORGHUM,3.2,2.2,621.1,20.418125
Pune,PEARL MILLET,113.2,85.6,621.1,20.418125
Pune,MAIZE,15.3,25.8,621.1,20.418125
Pune,FINGER MILLET,11.7,9.7,621.1,20.418125
Pune,PIGEONPEA,4.1,2.0,621.1,20.418125
Pune,MINOR PULSES,35.0,12.1,621.1,20.418125
Pune,GROUNDNUT,47.6,61.3,621.1,20.418125
Pune,SESAMUM,3.4,1.1,621.1,20.418125
Pune,SUNFLOWER,3.9,2.5,621.1,20.418125
Pune,SOYABEAN,0.4,0.5,621.1,20.418125
Pune,OILSEEDS,74.5,75.8,621.1,20.418125
Pune,SUGARCANE,48.7,416.1,621.1,20.418125
Pune,COTTON,0.2,0.07,621.1,20.418125
Raigad,RICE,133.7,356.8,,
Raigad,KHARIF SORGHUM,0.0,0.0,,
Raigad,PEARL MILLET,0.0,0.0,,
Raigad,MAIZE,0.0,0.0,,
Raigad,FINGER MILLET,11.2,10.1,,
Raigad,PIGEONPEA,1.0,0.4,,
Raigad,MINOR PULSES,11.9,5.6,,
Raigad,GROUNDNUT,0.3,0.4,,
Raigad,SESAMUM,0.3,0.1,,
Raigad,SUNFLOWER,0.0,0.0,,
Raigad,SOYABEAN,0.0,0.0,,
Raigad,OILSEEDS,1.0,0.6,,
Raigad,SUGARCANE,0.0,0.0,,
Raigad,COTTON,0.0,0.0,,
Raigad,RICE,133.7,356.8,,
Raigad,KHARIF SORGHUM,0.0,0.0,,
Raigad,PEARL MILLET,0.0,0.0,,
Raigad,MAIZE,0.0,0.0,,
Raigad,FINGER MILLET,11.2,10.1,,
Raigad,PIGEONPEA,1.0,0.4,,
Raigad,MINOR PULSES,11.9,5.6,,
Raigad,GROUNDNUT,0.3,0.4,,
Raigad,SESAMUM,0.3,0.1,,
Raigad,SUNFLOWER,0.0,0.0,,
Raigad,SOYABEAN,0.0,0.0,,
Raigad,OILSEEDS,1.0,0.6,,
Raigad,SUGARCANE,0.0,0.0,,
Raigad,COTTON,0.0,0.0,,
Ratnagiri,RICE,157.3,407.6,2076.3,22.91
Ratnagiri,KHARIF SORGHUM,0.0,0.0,2076.3,22.91
Ratnagiri,PEARL MILLET,0.0,0.0,2076.3,22.91
Ratnagiri,MAIZE,0.1,0.2,2076.3,22.91
Ratnagiri,FINGER MILLET,21.4,26.5,2076.3,22.91
Ratnagiri,PIGEONPEA,0.6,0.3,2076.3,22.91
Ratnagiri,MINOR PULSES,14.9,7.3,2076.3,22.91
Ratnagiri,GROUNDNUT,5.4,9.7,2076.3,22.91
Ratnagiri,SESAMUM,0.3,0.2,2076.3,22.91
Ratnagiri,SUNFLOWER,0.0,0.0,2076.3,22.91
Ratnagiri,SOYABEAN,0.0,0.0,2076.3,22.91
Ratnagiri,OILSEEDS,7.8,10.7,2076.3,22.91
Ratnagiri,SUGARCANE,0.0,0.0,2076.3,22.91
Ratnagiri,COTTON,0.0,0.0,2076.3,22.91
Ratnagiri,RICE,157.3,407.6,2076.3,22.91
Ratnagiri,KHARIF SORGHUM,0.0,0.0,2076.3,22.91
Ratnagiri,PEARL MILLET,0.0,0.0,2076.3,22.91
Ratnagiri,MAIZE,0.1,0.2,2076.3,22.91
Ratnagiri,FINGER MILLET,21.4,26.5,2076.3,22.91
Ratnagiri,PIGEONPEA,0.6,0.3,2076.3,22.91
Ratnagiri,MINOR PULSES,14.9,7.3,2076.3,22.91
Ratnagiri,GROUNDNUT,5.4,9.7,2076.3,22.91
Ratnagiri,SESAMUM,0.3,0.2,2076.3,22.91
Ratnagiri,SUNFLOWER,0.0,0.0,2076.3,22.91
Ratnagiri,SOYABEAN,0.0,0.0,2076.3,22.91
Ratnagiri,OILSEEDS,7.8,10.7,2076.3,22.91
Ratnagiri,SUGARCANE,0.0,0.0,2076.3,22.91
Ratnagiri,COTTON,0.0,0.0,2076.3,22.91
Sangli,RICE,17.7,47.2,501.3,20.59
Sangli,KHARIF SORGHUM,112.3,52.7,501.3,20.59
Sangli,PEARL MILLET,42.5,7.6,501.3,20.59
Sangli,MAIZE,17.1,32.0,501.3,20.59
Sangli,FINGER MILLET,0.9,1.4,501.3,20.59
Sangli,PIGEONPEA,9.7,3.1,501.3,20.59
Sangli,MINOR PULSES,29.0,7.9,501.3,20.59
Sangli,GROUNDNUT,35.3,29.9,501.3,20.59
Sangli,SESAMUM,0.2,0.1,501.3,20.59
Sangli,SUNFLOWER,8.7,4.9,501.3,20.59
Sangli,SOYABEAN,60.1,92.6,501.3,20.59
Sangli,OILSEEDS,111.4,130.2,501.3,20.59
Sangli,SUGARCANE,44.9,447.24,501.3,20.59
Sangli,COTTON,3.1,0.51,501.3,20.59
Sangli,RICE,17.7,47.2,501.3,20.59
Sangli,KHARIF SORGHUM,112.3,52.7,501.3,20.59
Sangli,PEARL MILLET,42.5,7.6,501.3,20.59
Sangli,MAIZE,17.1,32.0,501.3,20.59
Sangli,FINGER MILLET,0.9,1.4,501.3,20.59
Sangli,PIGEONPEA,9.7,3.1,501.3,20.59
Sangli,MINOR PULSES,29.0,7.9,501.3,20.59
Sangli,GROUNDNUT,35.3,29.9,501.3,20.59
Sangli,SESAMUM,0.2,0.1,501.3,20.59
Sangli,SUNFLOWER,8.7,4.9,501.3,20.59
Sangli,SOYABEAN,60.1,92.6,501.3,20.59
Sangli,OILSEEDS,111.4,130.2,501.3,20.59
Sangli,SUGARCANE,44.9,447.24,501.3,20.59
Sangli,COTTON,3.1,0.51,501.3,20.59
Satara,RICE,44.6,77.2,843.8,20.0596875
Satara,KHARIF SORGHUM,64.8,99.0,843.8,20.0596875
Satara,PEARL MILLET,66.1,31.0,843.8,20.0596875
Satara,MAIZE,12.4,24.6,843.8,20.0596875
